,AE_latent_0,AE_latent_1,AE_latent_2,AE_latent_3,AE_latent_4,AE_latent_5,AE_latent_6,AE_latent_7,AE_latent_8,AE_latent_9,AE_latent_10,AE_latent_11,AE_latent_12,AE_latent_13,AE_latent_14,AE_latent_15,AE_latent_16,AE_latent_17,AE_latent_18,AE_latent_19,AE_latent_20,AE_latent_21,AE_latent_22,AE_latent_23,AE_latent_24,AE_latent_25,AE_latent_26,AE_latent_27,AE_latent_28,AE_latent_29,AE_latent_30,AE_latent_31,AE_latent_32,AE_latent_33,AE_latent_34,AE_latent_35,AE_latent_36,AE_latent_37,AE_latent_38,AE_latent_39,AE_latent_40,AE_latent_41,AE_latent_42,AE_latent_43,AE_latent_44,AE_latent_45,AE_latent_46,AE_latent_47,AE_latent_48,AE_latent_49,AE_latent_50,AE_latent_51,AE_latent_52,AE_latent_53,AE_latent_54,AE_latent_55,AE_latent_56,AE_latent_57,AE_latent_58,AE_latent_59,AE_latent_60,AE_latent_61,AE_latent_62,AE_latent_63,AE_latent_64,AE_latent_65,AE_latent_66,AE_latent_67,AE_latent_68,AE_latent_69,AE_latent_70,AE_latent_71,AE_latent_72,AE_latent_73,AE_latent_74,AE_latent_75,AE_latent_76,AE_latent_77,AE_latent_78,AE_latent_79,AE_latent_80,AE_latent_81,AE_latent_82,AE_latent_83,AE_latent_84,AE_latent_85,AE_latent_86,AE_latent_87
ACH-000530,1.7416223,4.0340576,-4.8915186,-1.174528,-0.9857505,-2.4509058,-0.7964133,-1.1288226,-2.3299348,3.0468998,-3.763174,0.026886642,1.4152604,-3.5003617,4.215648,-5.7767196,2.6853852,2.2047322,-1.792138,0.02550029,3.4361222,6.490559,5.1967535,2.1483166,-0.69483393,0.7866031,-1.1845962,-0.1172162,8.495513,-2.7102456,3.24141,-5.0718374,-4.688306,0.6704299,-6.585856,2.2631316,-0.41426283,-3.3301058,-1.778951,-4.4854326,2.2166362,-1.870056,4.4662676,4.027632,-2.370422,-2.056246,-1.1530542,-0.7305062,0.026875125,1.0245422,3.0493388,7.5224156,-2.8830504,3.8099976,-2.9372652,-0.29896578,-0.3100298,2.062487,4.6505394,0.5705196,4.54681,-1.7283976,3.3015718,1.1558692,-2.085029,-1.6696123,-8.494279,-0.9778212,-6.279117,-3.8682287,6.284134,8.335064,-1.7426475,-2.1715002,-1.0491682,0.17802936,-0.47420502,-0.7853558,0.7124293,-0.42106876,4.151263,-5.1451597,-0.39119154,-1.9419277,-4.5137634,-0.37030673,-3.2392168,0.052645743
ACH-000380,-4.6068783,-8.036278,-10.520839,5.4411063,-10.760076,-10.042825,2.0452375,-8.152622,-0.62535256,-2.6833775,-3.7411044,4.011674,9.864847,-5.874355,5.0288653,0.636903,-4.8619995,-2.2226691,-3.6305857,0.1618319,-5.3728585,0.2674019,-4.1884637,4.047498,3.276784,7.357432,7.342774,3.6663237,10.534319,-4.6941442,-0.3410595,-1.5713494,-2.339364,1.6090713,0.17548384,-5.28357,-1.5936546,5.0620155,-1.6882766,-4.4217844,-4.178004,-2.9712198,1.1976361,2.9717903,0.85007596,-1.9561073,2.5842862,2.2084234,7.7049575,0.7839252,-4.1412215,-0.97610074,2.9734704,-0.6470859,3.1320095,3.9949422,-1.1062858,0.6368599,1.3722825,-0.54977417,-3.0594478,1.3811889,1.734552,5.8579836,-3.069267,-6.9097533,7.9326177,-1.1674759,-5.9583926,-3.9258974,-2.8865921,-0.7621239,-1.0831175,-0.43696228,-1.5751771,1.4569025,-2.6269135,0.79125726,-0.23757854,0.13785076,2.4050717,-1.6860576,-1.1455262,-0.7025064,-2.422362,0.21286875,-0.5985221,-0.68096346
ACH-000009,-3.2687154,6.851136,-3.4472535,-5.6442995,-0.049045697,3.4477391,1.3983097,0.11873815,2.114675,0.12867518,-3.4453447,-2.2040339,-2.475305,0.9686046,0.28371477,3.6477623,-2.9119306,-8.838277,0.7455597,0.9902923,-4.2263308,0.40215954,-1.3723322,-0.28459996,2.9452841,0.84506273,-0.393903,7.4320135,-2.0716648,2.28082,-5.791311,-5.6167016,1.0776811,0.050050065,-1.1048968,0.52677774,4.872903,-2.1555219,7.385488,3.7342374,6.3253884,-4.646992,-1.9685373,0.30808392,-3.6773136,0.6438603,-4.007362,3.5536706,0.8516337,-0.90327835,0.1988703,5.9191003,0.4272686,1.700566,-0.43250734,3.5518389,-3.42749,-0.56736124,2.8695393,2.8361259,-3.9572122,1.6139048,-5.808594,1.1866772,2.7530508,-2.4901443,-2.6258533,0.91384214,-6.7768254,2.123996,5.173187,-0.32494584,0.23784557,-1.3631766,0.9266372,0.055154115,-1.7400656,-0.88964725,0.5613004,-0.88175154,0.5149936,-3.6224976,1.1477791,-0.08903983,2.8068268,-1.9534148,-1.3482251,-0.6142939
ACH-000491,-3.1150112,7.922502,-4.459974,-5.6376834,-0.36085102,3.1980011,0.9944304,0.3269475,9.81735,0.21425518,-6.5830197,-8.310049,-4.565137,-0.06648563,0.21440281,2.1711538,2.3125212,-2.4261062,-8.4038315,-2.1404781,0.006225336,4.6061754,0.82932824,6.198956,0.6942439,0.4900612,-2.4159317,12.907818,-0.6966331,12.2887,-1.0055193,-2.6702418,3.259557,-2.2494593,1.2044991,-0.86556506,5.1000915,3.4579244,-1.2912806,-5.9358473,5.13115,1.8181331,3.0488298,-5.577288,-7.513185,-8.47711,-2.9068387,-1.3952742,0.33534977,2.4994974,4.515801,2.7558575,1.9085914,-1.2578157,-4.4252453,5.5786285,-5.0873857,4.318697,-11.81792,6.248247,-1.9392015,-0.24764341,2.4852371,2.8911257,0.62208855,3.2272902,2.9501126,-3.5136185,-1.659272,-6.339586,5.631873,-2.4441106,-2.4007266,-0.22196448,0.9816685,-1.110992,-2.3657227,0.7269472,-0.32082683,-0.9158021,1.1351376,-2.653703,1.1653343,1.4088476,-0.38640502,1.0269684,-1.5993338,-0.12472105
ACH-001703,-2.6140628,-3.6909084,-10.294191,-0.11541928,-6.347816,-6.1904044,-1.4195899,-2.298342,1.8827808,-4.212774,-0.95930505,1.2011868,5.5212493,-8.829715,10.69703,-5.609071,-4.822666,0.019170895,-6.690061,-2.3762026,-5.3684144,-2.081493,-2.7964296,0.7928568,3.7309818,4.343285,4.270935,0.83644974,0.7329258,-12.00607,-3.0504742,-0.8302907,-1.988973,3.6225278,0.4632326,-6.8138175,-3.206085,4.92621,-5.1210012,-5.3483176,-11.178196,-3.444865,-1.8881248,6.250504,0.62290406,1.2460848,0.1896483,4.701448,10.607717,-0.85936654,-7.06218,1.9693289,2.0999072,6.0068336,3.001052,-0.6808476,2.0016942,-4.9194603,-0.11501414,-0.63217455,-0.31938955,-2.2881532,6.3252587,3.004988,-2.7587082,-4.2321296,5.1183124,4.3861756,-0.54367214,-3.374173,3.298388,-2.5799038,-1.4073561,2.872058,-2.4104574,0.59304667,-2.95174,-0.89677966,-3.8053565,0.9296365,-0.05129771,0.652778,0.6777569,-0.23322496,-2.8328757,0.7755327,5.0791883,1.8240876
ACH-000002,2.9030428,-6.295391,-7.972382,-1.3352067,-2.7758691,-7.0887194,-2.3006012,-3.0012133,0.9832415,-5.3113,0.05655075,0.48175567,5.1891437,-3.39594,5.616952,-3.1427045,-4.367598,1.1393003,-5.4424987,2.3572006,-3.1203756,-2.2071655,-3.0059924,-2.0108955,3.9888988,8.95517,2.811068,-0.44743502,-0.60707253,-3.287377,-3.8902287,2.451381,-0.2157771,3.3250043,3.7670593,-2.2148325,-5.989827,0.39362258,-1.1191524,-3.8060179,-8.032927,-4.1453295,0.26709527,3.6872756,0.4592152,3.764161,2.3381968,0.8790696,4.062957,-0.6097162,-3.913954,3.7307682,2.891158,5.991142,0.758404,0.15958898,2.7969835,-2.5303774,3.5837903,-2.4543118,1.5935628,-3.8690991,4.2904677,-0.47245285,-0.10454553,-6.8802824,6.2504387,6.0177975,3.592393,1.3912792,-1.9664979,-2.1706033,-2.881679,2.5201936,-3.8451397,1.4368796,-2.3367705,-0.7633432,-3.8640099,-0.07705811,-0.702947,-0.10895997,-1.23988,1.0392282,-1.0484296,0.19751942,3.9336822,-0.899566
ACH-000711,-3.6587462,-1.6667451,-6.0857744,0.5792713,-5.7810593,0.5293569,-0.58233535,0.64888567,-7.2955155,-0.28910607,-0.7338694,5.6619625,1.4516273,2.0060086,-6.1598945,-0.34546423,-6.0002146,4.7486625,4.4764395,2.4015934,-4.1518216,0.37107822,-0.7511912,-2.4953358,-6.1454644,-0.43249643,-0.8002869,-3.0602443,7.6086674,-3.7047436,-0.022043286,-2.2673862,-3.870614,2.3471365,-2.7148623,-6.9431815,3.9552035,-5.2595725,0.27400005,4.717153,3.5385382,-3.6216905,-0.20112725,1.4719355,2.0544844,2.4939501,-2.0539923,-1.1062466,1.9389374,2.5144053,-0.924888,-5.504339,2.7813373,2.3136864,-3.9409034,-3.4462547,1.3090531,-1.1863139,5.759113,-1.1007566,-0.77102053,-5.675551,-3.882626,0.15765382,0.21558082,-0.5934074,-0.8338397,-4.118922,-4.9671845,8.244861,-6.609544,-3.1980195,-0.8264552,0.061285153,-0.7096523,1.9990294,0.7121803,-0.22463232,-0.8100214,-0.6030805,-1.5266244,-2.619258,3.155732,-0.7842005,1.9400182,-1.1227665,2.1695614,-2.1616123
ACH-000702,1.9771518,-2.0690594,-18.394482,-3.9649894,-9.123823,-7.753662,-3.748928,-1.5631747,-0.009303604,-6.2838387,2.5169005,2.2240975,0.042706795,-2.4224787,7.556839,3.6334772,-0.7573856,1.4149612,0.23957792,-2.9653816,-1.9410869,-3.9088712,8.574464,2.360073,-2.9736128,2.4546473,1.0998799,8.44072,3.3036993,1.0928805,-2.1665661,-0.21351367,0.1643647,-0.503223,-2.4787,-4.2552366,-3.2499566,4.738192,-2.4222908,-4.024959,-3.9889703,-0.96874416,5.3931804,0.8503684,-6.369974,4.0864425,5.595763,-1.9579223,5.138295,5.484776,-5.3429575,-4.415443,3.3550196,-0.26630753,1.7687833,-0.7704698,-6.1795416,0.8117845,-3.474977,4.874341,-3.1589124,1.7306933,6.0407705,1.5468208,1.4775555,-3.0637972,10.748338,0.059093073,1.2609947,-6.527563,-7.6442747,-4.577059,-0.15560451,0.2078684,-1.7817177,1.8257382,-2.7216182,0.69010234,0.34615573,-0.23023465,1.0729331,-1.1648397,0.26055527,-1.4509931,-2.1350021,0.69168603,0.7517351,1.2068967
ACH-000354,1.5735376,2.5011263,-4.004605,5.3129773,-5.726607,-0.15831633,2.3847244,-0.96744543,4.5600185,-0.9540422,1.7043291,-1.498318,0.47325248,2.2125993,-2.9908617,-1.1959553,-5.1155477,-0.9949768,-0.67784464,-1.0975244,-1.3282442,2.262407,-4.1535697,-1.1294724,-1.5710733,-0.8861796,-2.9973335,-0.29766428,-2.9760635,0.95184416,1.0836617,-2.0907714,-1.0608982,0.6177525,-0.88955295,2.131833,3.473842,2.015682,-0.9349864,0.937007,0.47847614,0.9554504,-2.2100918,1.3396941,-0.79513663,3.1096992,-0.62942463,-0.09462441,3.2342901,2.62769,0.7053444,3.4072986,5.0939817,5.5900483,-4.3290095,-1.9412744,-1.7824848,-3.2190466,2.0902212,1.2020133,-3.6395962,-1.6318654,-2.0925815,1.5755914,1.3026172,1.6485169,-1.8530173,-2.3170137,0.68432206,3.7108808,-0.60969347,-2.9235935,-1.2781988,-0.867514,-2.1917863,0.31901976,-1.2545342,0.08255792,-2.8859463,0.51853395,-0.6704941,0.797878,1.2139424,0.1562258,0.4298516,-1.3219271,4.4141207,-0.071538806
ACH-000012,0.6452961,2.2930408,-2.7558556,-0.31305254,-0.90744597,-1.0923972,-0.4931583,-0.86017585,1.3093213,-1.7458615,-0.77690464,5.6628656,-1.3760982,0.9849514,2.6159475,3.386954,-2.5646174,2.7918549,0.041335568,-3.966322,0.35250396,-3.86878,2.7868683,-4.081759,-4.3922563,1.2743839,-3.7041125,4.3741064,-0.102551386,1.4933885,-5.6678123,1.8088498,-0.5504236,1.2913655,-1.5601947,-4.9560614,1.8648616,-4.779847,-0.13721511,2.344466,5.399257,0.43956715,3.5405207,3.9763536,-0.56034935,4.213035,-5.0111566,0.08519204,-3.8462167,0.6375071,-1.2229533,-4.575567,0.8083178,3.4334917,-3.92976,0.4398894,1.539584,-1.3477149,-0.1918283,1.4298245,0.31522608,-4.2920566,0.7192524,-1.0593668,0.3886595,1.0090357,2.460488,-4.916571,-2.2598662,2.7085974,-1.8819218,-1.7074662,0.28135023,-4.282545,-2.4444652,-0.08931875,-0.30840817,-2.968216,0.3436003,0.302012,0.11842007,-2.379685,1.5591074,0.90897804,2.9306037,-1.7017094,3.3990953,-0.8392195
ACH-000249,-3.2182834,6.738561,-3.4122112,-5.833462,-0.12608005,3.5168362,1.5383666,0.1991298,2.7001362,1.2824906,0.65524477,-5.807887,-2.7490604,1.125844,-2.1998005,1.7411951,-1.3526775,-1.9588134,0.5918441,4.2730756,-3.6797512,5.491412,-4.000605,0.86944187,-2.5526054,-4.8702517,-4.0014796,3.3320274,-2.3132098,2.6993518,-0.17452721,-4.9307404,0.32209203,1.1747025,-1.6782247,-2.6676965,6.11129,-1.0936012,1.7619618,2.9925086,6.6545315,-2.1004844,-3.2212846,-1.3443177,-1.9599885,-3.6137605,0.44702965,-0.7640542,2.801379,3.4428704,1.3514967,0.78281623,0.55231404,-1.8367052,-1.1372534,-2.4985566,2.2523801,-0.8602035,-0.7667722,1.588014,-4.465319,-3.3579226,-7.2757907,1.8324593,0.35215652,1.3653729,-0.2885236,0.2938432,-2.336024,4.664981,1.6851001,-5.337963,0.020621687,0.42000902,-0.5604618,0.1524069,-2.2060437,0.05027032,-1.6966984,0.4675414,-1.7729373,-1.2147313,2.5045712,-0.39362487,1.5274683,-0.7646306,0.83417815,-1.2484865
ACH-001368,3.9300234,-4.994442,-8.179963,2.3226116,-5.815821,-9.717183,2.3431327,-5.4431095,-4.323444,-4.455422,-8.957563,2.0844376,3.6309166,-0.44913635,2.6563203,2.348669,-4.289226,-6.83578,-5.920018,0.32241425,0.47758755,0.25134602,0.83157,0.5217769,-1.8966616,10.532553,0.55460006,6.8050857,7.914365,6.1461587,-5.684253,-2.0649397,-4.1051154,0.82828593,0.18828261,-2.5685885,3.2044334,-0.9675076,2.2026215,-9.273093,-3.2076614,1.7105515,4.756709,1.1350952,-10.470209,5.254284,5.9417872,-2.8407314,-3.9452412,-1.3443855,1.803061,5.175985,5.9690394,-4.1015687,-1.7781236,5.6230297,-6.7340503,2.2394927,5.0801406,6.874656,3.193657,0.322632,1.1871554,-1.3275661,1.9405173,-2.8741984,3.8685045,-3.86682,-8.876972,-4.67554,4.1871004,4.9419627,-2.5638149,-0.54616356,-0.60567534,0.21095838,-2.5542676,-0.6074467,0.83227456,-2.871668,3.5319722,-4.9776626,0.028389215,0.26544982,-0.54076576,0.13569999,-0.35383934,-1.425792
ACH-000231,1.3837171,2.835546,-3.2132144,-5.9251223,-0.6693424,1.2201807,2.9504128,-3.5653908,0.83025545,1.9531846,2.0721724,-0.3925101,-6.7117424,1.947727,-3.3824453,-1.5176831,-0.14130647,-0.09391096,4.456262,-1.0730374,-0.51519734,2.681959,2.5425594,-2.69244,-0.7030286,0.45797163,-6.6202965,0.51980436,5.7559257,0.58676976,-0.6398259,-4.16182,-6.0350614,1.8442657,0.7801927,-0.8461509,0.72538525,-3.665019,0.21422957,4.0002236,12.720699,-3.706043,6.135574,0.7200763,-1.9131498,1.2195032,-5.5909586,4.3571777,-0.4062644,-2.493262,0.96908003,2.628493,-1.2109827,3.759515,0.041345097,1.9128327,-1.254107,-0.3305,-2.0727212,-0.89982086,-0.29030475,-1.5497401,0.07864954,4.12825,0.4240767,1.6047541,-0.2030243,-9.846364,-2.1693356,1.8205678,0.891995,6.6141233,-1.320878,-2.1469138,0.7895591,0.6364874,1.4719875,-5.1008563,1.672841,-0.6333947,-0.5446291,-4.270326,5.549314,0.33890224,-2.0571277,-0.21494389,2.2625165,-1.3036485
ACH-000945,0.6983428,3.2510252,-11.779815,-3.5588534,-4.8093987,-4.660452,-2.0755098,-1.3283908,4.4733095,1.1885806,-0.15790085,-5.133467,6.0138583,1.7904553,-0.915181,3.9161458,3.746416,5.162028,-2.5658758,8.546687,-1.789239,8.123301,0.7697842,-2.3999684,-3.0087554,-1.9176307,-6.3825536,-4.4334326,5.3741374,5.066086,9.269715,-5.1661806,-2.445249,3.989331,-0.62065375,-4.095097,-0.13933446,-0.09929476,-0.7957457,-2.1414049,4.313089,8.780466,4.2303586,1.6548417,0.070676476,-2.8404129,-2.0990868,-6.1424303,-3.5259771,3.5303006,2.0765283,-5.907639,0.9968591,4.3078794,-6.5088067,4.312707,3.0732782,2.4573853,-6.1762614,-0.24399675,-2.0419412,-3.6049306,-0.80754006,-0.07428691,-7.177398,6.3303947,6.9497,-1.8758526,1.320684,4.64678,-3.356005,-5.257958,-1.114394,-3.150281,-3.2975547,0.07360652,-1.5830162,-2.20668,-0.006333828,-1.4954336,-0.13163589,-1.1967039,3.3347988,-1.2495658,-4.366527,-0.09178442,1.3306775,4.022625
ACH-000662,1.5095733,4.9415836,-5.8635187,-1.2308909,-1.0834341,-1.9380894,-1.7719542,0.17563134,-0.040518932,-6.3942823,-0.79572433,0.2890089,-0.9428514,1.683363,2.4478996,2.453165,-6.328127,5.2999277,-0.38112375,4.192763,-2.1898122,1.8173869,-5.1934733,-1.1780984,-8.24954,-3.8703885,-4.9564147,-0.06906185,2.7095635,1.6724541,0.6486766,-0.18725137,0.6703046,2.7670696,-3.9887133,-2.7737415,2.430631,1.4644065,1.2818366,1.7339957,0.5791007,2.29561,0.039757848,-0.32202572,0.12409756,6.586156,-0.8414481,0.3966769,0.6402425,4.611802,-0.12742509,-3.9362366,2.7401836,3.0058134,-2.8525956,0.869922,2.100568,-4.5047617,4.4907994,-3.0608518,-5.885694,-3.734025,-2.0602856,-2.4953518,1.3632693,-0.27400386,4.0924397,-0.7109419,3.548212,5.1467204,-6.1756635,-6.8972716,-0.8070067,-1.6257317,-3.6709676,0.5236135,-2.4620807,-1.357577,-1.3352505,0.02337122,-0.60360533,-0.13509,0.1437597,0.7304428,2.0688732,-2.0298352,3.2815871,-1.090112
ACH-000248,-4.028563,-1.0816435,-5.0145736,0.11511067,-4.458564,0.66063756,-0.7082065,0.558797,0.31000623,0.9390347,0.63266724,3.1174152,2.6476169,-1.6762003,-0.34588304,-5.874407,-8.839407,-3.1379735,-2.957342,-6.873665,-1.5694985,0.1920222,-0.15970376,5.034265,5.000551,-0.50791645,9.163599,-1.8595337,2.042555,-1.9920963,-9.496424,3.4221315,1.0524098,-0.8282388,0.32888904,-3.4859352,5.088166,-0.8306049,-2.959864,-0.5850224,-1.2097747,-0.6538992,-4.4307733,5.947112,2.3404548,7.144814,0.88647586,1.0218804,5.2809563,-6.962089,-2.4792638,0.4314816,-1.6129476,6.269284,-1.4684873,1.7728703,-2.0250165,-6.1254706,8.362136,-0.0034461834,5.547822,3.0606468,4.573107,0.23276737,0.059822854,-2.0452666,2.6336284,-3.2512093,-1.0583416,2.9236474,-4.962205,-2.6086025,-0.7557453,-0.11732161,0.223169,-0.023065865,-1.7549837,1.6916012,0.80518043,-0.7128452,1.6963556,-1.9889289,2.096172,-1.1967661,2.0069628,-2.514386,0.37330806,-0.36158043
ACH-000943,-2.126084,7.105976,-5.9851074,-12.856893,-1.9846598,8.61754,3.712721,0.7001495,5.2299953,-2.0098495,-8.033895,-4.5895343,2.0960827,1.0669892,3.5051882,10.56437,-2.0941012,0.83166575,-9.747594,9.266203,-1.1611767,-0.7117414,0.64490074,-4.1430225,-5.352155,-0.41253325,-3.0530117,2.861503,5.900646,5.5779805,1.4987018,-1.2962987,1.037077,0.6697992,0.52657765,-4.3085427,0.0035033883,4.7479296,2.4559627,-5.8693166,-1.5771202,1.4483541,1.934186,-2.5059936,-0.5995407,-2.7355654,8.388456,-1.3500495,-4.4969673,4.7821064,-2.9245389,-5.524884,5.2320585,-5.878257,-1.7224182,3.3746374,-2.0772374,3.0318365,-2.9662716,-0.11408612,0.70812404,2.5516608,3.3970249,-4.134493,3.26421,5.629618,8.177886,3.251524,-1.5956261,-0.79150456,-1.3610967,-6.8807755,-1.5694969,-2.839474,-4.348801,-0.47228664,-3.0808024,0.4937422,-2.2824883,0.2863764,2.280483,-2.283351,0.415145,-0.5654754,-2.9809854,0.04952228,0.12297505,0.5754841
ACH-000751,5.6865807,-7.4022374,-10.162404,-1.4837533,-6.4984775,-2.6335218,-3.8262954,2.4926789,3.9520748,-4.0312357,-4.864615,-3.4052367,1.7996637,0.9356191,3.773346,2.8704114,-5.614536,-4.005313,-6.423083,2.9138033,-3.0785713,-2.2767208,-5.5053186,-3.4949489,0.89129794,8.522746,4.350359,9.674065,0.85542613,7.0467744,-5.8696413,-1.2320944,0.94180673,2.3018277,8.197256,2.0939806,-2.1456275,1.4766446,-0.2874175,-4.9257226,-4.8568153,-4.0546227,1.6135772,-0.7108106,-4.374293,1.1614127,5.8461165,1.6313902,0.7581511,1.986519,1.471154,5.2604566,3.9608033,-0.054373298,-0.25770998,3.0344925,0.14923982,0.46982157,0.7475823,0.26249006,-3.023829,-4.3745556,1.7027638,-0.622316,1.6567268,-6.5995545,5.688967,-0.5906767,0.92111516,0.70698005,-0.5552445,2.5448322,-0.7191873,1.0329434,-0.26833707,1.9415166,-4.3739147,-0.6282263,1.518287,-1.9022119,1.7214545,-0.37328443,0.76343,-0.6583183,-2.3577569,1.2577851,0.5818644,1.4884708
ACH-001016,1.8332139,4.1509333,-4.25386,-6.170839,-0.49097553,0.6493781,2.6816237,-3.7880497,-2.976924,3.2840192,2.2358358,-1.5355223,-3.6857984,4.911706,-0.07052323,-0.025420465,1.9229758,-2.1935358,3.374889,-1.0241153,-1.2427037,-0.2308308,4.863552,-0.19642717,0.68602467,-1.5123115,-5.0891094,-0.3606868,4.2913394,2.4716535,-1.2199187,1.2062055,0.17785907,-0.064237095,-1.2224988,-1.5427129,-2.0401065,-3.1196148,-3.9807866,1.1524544,10.417127,-1.6705085,8.040872,4.7786922,-2.6280882,3.863031,0.076921,2.5279837,3.5218568,-1.631074,1.3034538,-1.054795,-4.2771664,-2.5230875,0.053933747,-2.6082416,0.11345204,3.8570712,-1.7475215,-1.5007995,3.4322147,-1.8749712,3.8031042,3.4348664,1.1540332,2.124806,5.0678134,-4.007907,2.8875408,-1.1906193,-2.969246,3.1042085,-1.6078923,-3.7831433,-1.9674886,-0.8906979,-1.4497721,-4.4167213,3.623102,-2.5099626,0.76314306,-5.5099444,5.6274614,-0.9300183,-3.5495973,0.87989366,-0.54060036,0.913712
ACH-000282,-0.21084514,2.5837355,-9.810238,-2.5472662,-4.3831472,-3.5649786,-1.7401481,-1.6262,2.4928555,2.5763817,-3.7468145,-1.847677,-0.44733843,1.7674122,-0.32406184,1.3986367,1.537214,-0.34030032,1.5730903,-5.5467167,3.6209917,3.7604723,9.634133,-3.1300762,-0.44765365,-4.317619,-2.9824538,-0.61146206,3.409284,1.473561,0.94384545,-1.048946,-0.9242214,1.0275838,-1.1206357,-1.2152137,-2.0895638,-3.15732,1.9585118,2.9141428,7.2096157,-0.1522254,5.5095444,3.9060798,-0.56215584,2.0036035,-3.8752456,-0.94819796,1.7018358,2.8157797,2.5911694,-1.2187486,-0.67824715,4.3222065,-3.4933925,3.7765791,-0.03815529,-3.033159,-3.5790281,2.50695,-0.9656031,-1.4389873,-0.5285423,2.0596087,-2.8114452,3.5612526,-0.40824828,-6.8897877,-2.3450732,-0.7396799,1.6774703,-1.7257807,-2.0385327,-2.445394,-0.14836152,0.4129663,0.33890074,-1.8148069,0.058646858,-0.70184076,-0.020850167,-2.8107257,2.6219,1.281986,0.60262036,-0.25267735,0.63535136,-1.7885385
ACH-000722,-4.467747,8.099967,-6.792305,-7.051972,-2.2950814,1.8627523,1.6829995,-1.3086872,8.471078,-1.39259,0.058261413,-3.9293318,2.1001897,-0.4991082,2.3462908,-1.0628347,-5.713631,-3.2562277,-2.47108,1.6201817,-3.6356356,0.41561973,-6.195893,-0.019493708,1.2841101,0.8079643,3.6172829,3.2412708,-3.5482926,1.5278046,-6.8300323,0.83464813,1.8447,-3.6603956,3.6639726,2.7178385,3.3994093,5.1827602,1.8801631,-2.2697756,-1.8067037,-2.5904536,-4.3143535,1.2537531,-0.34668407,3.0528798,4.2148795,8.499257,5.6142654,0.0484713,-4.137191,2.8831506,2.3885188,5.4357862,-3.1456292,0.34039262,-1.632215,-5.772647,0.5748472,-0.12888369,-1.4607539,2.11088,-1.3681027,2.3528306,1.7257797,-0.66411144,3.607052,2.0651195,0.6773679,5.8299117,-1.4352247,-6.2367935,-0.8300242,-0.3755743,-0.44473016,-0.708841,-4.209875,2.1274562,-1.1856025,-1.3016119,-0.06486839,-2.0553682,1.7806163,0.75684875,2.3132536,-2.5358477,0.34811747,-1.7514589
ACH-000857,-3.2621677,-2.36231,-5.33611,0.4289981,-5.0747886,0.8304537,-0.6958374,0.42048332,0.65574324,-4.1349497,3.327367,5.0045905,0.9051182,0.3687417,-1.0476702,0.66302824,-5.543961,3.7031674,-0.86655456,-2.9990609,1.2919506,-1.6865869,-1.7842864,-1.9027812,-1.9986103,0.72257435,-3.008209,-1.2282158,1.025776,-0.9402171,-4.6340084,0.23211706,-0.5682984,-0.010127793,-0.010865541,-1.8997837,0.41626713,-2.871702,-1.424861,0.14656742,1.4722126,-0.19936322,0.0754063,5.278963,-1.4505446,7.6145444,-1.4211979,0.6326174,2.3202763,-0.92468995,1.8637103,-1.0887189,2.8381464,4.91021,-2.09282,-2.396169,0.60662144,-5.743099,5.4132195,-0.5934961,1.6690803,-4.7591825,0.5557621,0.9664879,0.6996398,0.6248057,4.1574683,-1.8675421,0.10992466,4.130286,-3.1145456,-0.45851558,-2.5826986,-0.42880246,-0.03404525,-0.40766394,0.55179495,-5.4750433,-4.1296816,-3.3550053,-4.379528,-2.2661207,5.8569474,3.5452805,4.0230746,1.3242639,9.535626,-3.6131835
ACH-000545,0.9464284,2.97475,-2.5235393,-0.22907975,-4.380067,0.09503602,7.174783,-4.498158,4.372427,-1.5551506,5.6822805,-4.2324004,4.160277,3.055449,5.361267,3.6001608,-2.1628358,1.6373956,2.4968693,3.2142925,3.080627,0.89704686,-3.5703182,4.685461,-3.0594876,1.3790683,-4.049843,-2.7208207,0.4112047,-0.774603,-5.1441545,0.79283595,-0.76652557,2.5876827,0.21579117,1.2895126,6.359982,-0.4780881,-4.6151714,-0.97228396,0.39488602,3.8488388,0.89931774,3.2331529,1.3215559,5.717278,1.2723185,-0.27301145,4.6315417,-0.7775949,3.9922194,5.5983963,3.7786949,5.8654547,-2.41016,0.47493124,2.5884907,-1.0123949,-1.1465471,-0.3141757,-1.1686498,-6.41915,-2.6959307,-0.3374816,-4.4888244,1.5689818,1.3389955,1.07301,10.342384,2.9424367,0.2685589,-2.8740816,-0.67331433,-2.0512192,1.3218452,1.362791,-1.9017298,-4.3741436,0.25466678,-0.37430725,-1.1158613,0.4297434,3.440296,2.4574037,1.5343908,-0.74702305,4.552524,-0.5331587
