,AE_latent_0,AE_latent_1,AE_latent_2,AE_latent_3,AE_latent_4,AE_latent_5,AE_latent_6,AE_latent_7,AE_latent_8,AE_latent_9,AE_latent_10,AE_latent_11,AE_latent_12,AE_latent_13,AE_latent_14,AE_latent_15,AE_latent_16,AE_latent_17,AE_latent_18,AE_latent_19,AE_latent_20,AE_latent_21,AE_latent_22,AE_latent_23,AE_latent_24,AE_latent_25,AE_latent_26,AE_latent_27,AE_latent_28,AE_latent_29,AE_latent_30,AE_latent_31,AE_latent_32,AE_latent_33,AE_latent_34,AE_latent_35,AE_latent_36,AE_latent_37,AE_latent_38,AE_latent_39,AE_latent_40,AE_latent_41,AE_latent_42,AE_latent_43,AE_latent_44,AE_latent_45,AE_latent_46,AE_latent_47,AE_latent_48,AE_latent_49,AE_latent_50,AE_latent_51,AE_latent_52,AE_latent_53,AE_latent_54,AE_latent_55,AE_latent_56,AE_latent_57,AE_latent_58,AE_latent_59,AE_latent_60,AE_latent_61,AE_latent_62,AE_latent_63,AE_latent_64,AE_latent_65,AE_latent_66,AE_latent_67,AE_latent_68,AE_latent_69,AE_latent_70,AE_latent_71,AE_latent_72,AE_latent_73,AE_latent_74,AE_latent_75,AE_latent_76,AE_latent_77,AE_latent_78,AE_latent_79,AE_latent_80,AE_latent_81,AE_latent_82,AE_latent_83,AE_latent_84,AE_latent_85,AE_latent_86,AE_latent_87
ACH-000949,5.8476076,1.6450974,-9.512181,1.3399533,-6.7549157,-0.26294094,-2.257061,2.7890117,0.9375806,-0.7329315,0.43826813,-6.9797316,3.3874462,1.0914458,0.70777994,1.9432795,-6.672505,-1.0245316,2.9201627,3.4732273,-4.0099826,2.525582,-0.33135584,1.9202238,-1.434323,-2.4742174,-0.71391255,-0.8186868,-0.4226909,1.4746963,0.99164915,-1.0860174,2.352299,-0.8668235,-2.8613794,-1.7493496,7.314104,1.6314762,1.5266933,1.1619605,-2.8519845,-0.40582195,-4.3759522,-3.9514425,-1.2885052,6.7398643,6.4605646,-2.2065814,5.082346,1.4192199,-0.92258644,1.5918562,5.737263,-3.7941828,0.0638275,-1.1424699,-0.80148005,-4.0766582,1.8357838,5.2360845,-0.9307057,0.7718563,-0.28147173,0.7390681,-0.29816815,4.033429,0.28493878,-1.0771025,-0.1308112,2.5123086,1.9993509,-7.0430875,0.90006053,-0.259317,2.9307597,0.65744585,-4.28996,-1.9203005,1.014033,-0.97449887,-0.40890953,-0.43085408,2.7490358,-0.0069568604,1.732661,-0.48785326,0.6292691,0.049003065
ACH-000560,9.456586,1.5929368,-14.529427,1.95686,-10.004184,-1.2070168,-3.4436831,3.3495328,7.7560406,3.0297558,2.0154798,-10.3361845,-0.17724524,-6.3136725,0.25319055,0.1644559,1.9195068,-2.4021273,-3.3267694,2.5226524,-0.23407784,7.9186482,-9.260452,3.6765435,0.6058732,-7.7451086,-2.9935985,3.535457,-0.5824379,-0.80881375,3.2662356,-3.8565524,-3.6343772,0.45473075,-4.8800974,-0.26674724,7.9802294,3.4153728,1.725675,1.6667384,0.18426682,-7.9859076,-2.5930977,-6.1605396,1.399678,-5.562733,-6.0699253,0.78766054,5.036887,4.8156757,-0.263061,10.552015,-3.8782294,3.852306,2.9518948,4.2952905,-1.3531618,-4.3830533,-3.7360816,-3.417656,-4.1919274,0.34890434,-2.0388432,0.29721174,-0.9722591,2.789495,-11.43156,0.7312607,-6.598435,-2.090135,9.277664,1.3782346,-1.3317707,1.9019448,0.8059993,-1.5934682,-1.9246423,1.2834816,-4.406861,2.7630248,0.810927,-1.5293522,3.445085,-0.16401055,-3.8031862,-0.38150343,0.13908243,1.3736887
ACH-001626,7.7560935,2.5274177,-6.4663587,-8.575101,1.1066661,0.0042520706,0.009760767,-1.740932,0.016827744,-1.732453,1.5387676,-1.6822501,3.8718934,-0.28090188,1.1858364,1.5228853,-1.7961551,0.7134596,7.7920213,4.42934,-1.1548227,2.90745,-3.2153084,4.4814854,-3.1300883,0.46493015,-4.332553,-2.7656446,3.938519,-1.9119029,-3.8304315,-2.7826767,-1.3263131,1.5964493,-5.8977985,-1.1519419,6.9711337,-2.955645,1.5256299,1.5801753,3.9767945,-2.9145088,0.062453475,0.24682622,-2.9710698,6.995711,-2.632526,-0.16229846,4.966882,-1.6665088,4.2032437,3.9397502,1.7976967,2.3503528,1.7066219,1.4009084,1.944339,-3.3188105,5.453979,-0.2636502,-0.8150876,-4.95625,-6.895617,0.89878917,-5.836563,-2.3802876,0.8918791,-0.39750764,1.2907132,3.1106489,0.07749846,2.6465313,-1.7277396,0.07643479,1.3530707,-0.8808755,-0.103770435,-4.138689,-1.7618322,-3.3208866,-2.5461924,-2.7427568,5.7953606,1.4317374,3.3996646,0.8069382,7.1873617,-2.1952953
ACH-000546,8.587991,2.8846169,-7.524527,-9.520928,1.4170251,-0.5034246,-0.32199022,-1.8770876,-1.2762977,0.15314858,2.5973604,-0.82302314,4.935168,1.6490836,0.21653955,2.5101616,-1.8617754,0.11237773,5.2933517,1.0583314,1.2845396,0.40924624,-1.1810755,4.0491085,-2.6262355,0.05468901,-0.41893214,-2.5528505,2.8507693,-4.9777417,-4.9113317,0.8585622,-2.3699949,2.4526913,-4.180365,0.34344456,7.3097796,-3.4810426,-1.7999861,3.354841,0.13517058,-2.9699984,-1.4452056,-1.3155446,1.9370853,6.277536,-2.431285,-0.099269554,2.8507757,-3.214125,0.99986994,4.006885,1.5511136,3.1661615,2.7591178,-1.7712709,-1.3099059,-2.7482991,5.7322955,-2.5180514,0.36298966,-2.2591653,-3.8475337,0.37213886,-4.3525376,-2.1415045,-4.454111,0.406593,2.003604,3.306846,-1.1150756,3.1293044,-0.7018759,2.0692804,1.5714918,-0.8269443,-0.7835517,-2.755722,-3.523729,1.4075434,0.26399323,0.17708564,5.734182,-0.72771484,-0.76902795,0.4451427,6.2975216,1.4224379
ACH-001709,-2.1992698,-4.8442936,-8.878572,-0.49728587,-5.5337777,-5.9915967,-1.3248811,-2.9195843,-0.55423003,-2.4695902,-1.789118,-0.08738276,2.8722372,-5.7524815,9.493793,-3.187389,1.3301888,-3.5909529,-3.7423446,-1.6104709,-8.264273,-4.418606,-2.596212,-0.15380263,5.568459,4.443624,1.7989887,6.2330523,-0.6139771,-7.182745,-3.7330453,-3.8184717,-1.4996108,3.1390429,3.6836712,-4.880548,-7.2023864,4.5994673,-0.768027,-1.4564855,-6.058342,-2.463449,4.565521,3.5683053,-1.0370605,-2.705015,2.3706586,3.2338107,8.023479,-1.7089486,-5.4288,-0.9478135,-0.76629347,8.865234,6.332201,-2.3738878,0.95427287,-3.203918,-4.7299185,-1.601856,-6.8987226,-4.2112737,3.8264823,-1.0377345,-0.21776772,-8.158424,5.807644,2.438565,-0.5458378,-5.6147656,-0.92464244,-2.1763673,-3.0578585,-0.20645532,-1.6365212,2.3620596,-2.704894,-1.012467,-1.0042785,-0.22403446,2.7913866,-1.2899674,-1.6779879,1.1913898,-2.5385332,3.3613358,2.3133287,1.0069553
ACH-000153,1.5114213,4.970092,-5.869478,-1.2118556,-1.0852882,-1.9321307,-1.7705443,0.16035518,0.7870217,2.1722639,4.3190737,-1.201495,2.2995355,4.4088254,-0.28259864,2.268941,2.7128496,2.5219262,5.8437076,3.3828857,-5.0136805,-3.6459749,3.9742537,-1.7112608,-3.965423,-0.8869319,-11.1903515,-0.35854623,7.905139,-2.5610187,2.4990032,-2.3561025,-5.5398865,2.1481194,-2.6029813,0.6620312,0.8839028,-5.768349,-3.9076831,3.7966979,8.655721,-2.3209984,5.609502,3.7724648,-2.0871067,1.4308796,-0.24733686,2.3987334,2.4694996,2.0170069,1.3332958,-3.4283001,0.9789223,0.32261288,-2.7122974,-0.9440334,1.4729276,5.26935,-1.3234239,0.09621887,-0.9045429,-6.5774503,-4.476018,3.3986716,-3.0065057,4.4515123,3.437126,-3.2993324,-1.1823561,2.3687127,-6.1917205,5.986605,-2.6318138,-2.9405906,0.3499455,0.8622818,1.1308589,-3.3892636,0.66708434,-1.1194313,0.0821136,-2.3622081,2.2156184,1.9147589,-0.48945436,-0.5512722,1.4594357,-0.29898685
ACH-000116,-0.18680891,0.22997892,-6.9827538,0.8694173,-5.3101315,1.9054147,-3.3703837,2.7913716,-1.9281197,1.6291597,-1.1207807,1.5556613,2.6495,1.2887726,-4.5221047,-3.9971507,-5.520536,-4.0012302,0.061925467,-5.256333,-1.4187186,4.6672435,-2.700816,-2.1005511,-1.9844991,1.1828377,-2.51349,1.8251568,-0.3851022,-5.6783686,-6.0802426,-7.4720087,-1.5489557,0.23237097,-2.8662758,-0.39564836,4.6243377,-2.6247418,-2.4077895,1.9248081,0.17704202,-3.1005354,-3.9943357,3.4562886,0.46504438,4.6251183,-1.8648885,1.0261421,-4.2229953,-2.3925345,4.9521437,10.999365,-0.76322913,6.5393863,-1.9397242,-3.903429,-3.0861106,-3.9930842,8.212151,-2.1607475,-3.3869047,-0.92015254,0.9220305,1.4224446,2.2504504,-2.3970385,-9.952275,-1.9179926,-5.7391634,1.4277122,3.704942,4.7343864,-1.0332637,0.57026076,1.8522995,0.3462973,-0.43129745,0.9730809,-1.3753778,0.0999019,2.050589,-1.5535262,1.2373918,-1.2573142,-0.23315519,-1.1418399,0.7731495,0.7481804
ACH-000815,-0.38728896,-1.7677563,-11.130108,0.36751854,-6.698138,-4.5564423,-1.9912251,0.061173473,-1.7423931,-8.678991,2.557594,-4.7783446,0.31127045,-1.4523498,9.891287,9.604022,-3.25087,-4.21871,1.61676,4.158569,-0.20576437,-1.4198527,2.4222999,-3.0145552,-5.848488,4.6967416,-1.6961567,2.4371746,6.790058,-0.33535346,-0.84845835,0.57506526,-1.1016232,-4.615704,-2.0185075,-3.677212,1.8136744,7.0598283,-2.156608,-6.5846972,-5.80319,-2.908883,7.4065022,-9.713611,-2.2687805,8.209155,8.587497,-3.5668955,-0.17886315,2.608879,-4.3207235,3.3292093,7.5708,-1.9334698,9.53916,-0.64887553,-3.3120964,-1.7562739,-4.971981,2.741089,-1.2768078,1.4925089,7.111515,0.216999,-0.17414278,-2.0951557,2.6127899,0.6432928,7.628802,-7.019655,-4.8331866,2.079999,-0.06402454,2.060924,-0.98472524,1.4044191,-3.163037,-1.1623898,-0.46551973,0.607545,0.05944916,-0.35796526,-0.041275814,-0.063352376,-0.7217114,1.483017,2.2464972,0.56995857
ACH-000681,1.7301288,3.8847933,-4.859875,-1.2722585,-0.97606546,-2.4795613,-0.80634,-1.0438652,1.2592763,-2.587655,-2.1276507,1.8161769,-1.4222138,0.04425354,4.1044044,4.4075575,2.2634757,-3.0543225,-2.2836215,-2.459518,0.9405804,-0.6211648,7.6348834,-0.6989775,1.9696943,0.64240164,-3.2523267,4.7173533,3.0425699,2.3803823,-3.861245,-0.20816901,0.23721235,0.6001564,-2.1557887,1.7214042,0.7993551,-6.494543,1.3319526,-0.07219472,5.2172995,4.621162,4.08252,5.6894608,-5.0890555,2.8707716,-3.7720225,0.7098526,-3.485768,-0.40027016,0.7024621,-1.1081877,2.6842432,5.942355,-6.118886,4.0860925,-0.583816,0.8910551,-0.11772644,2.6193438,2.1460826,-1.1677456,-2.5580952,-1.2536466,-1.6958615,-0.8665839,-0.8403337,0.2723785,-3.5113568,0.96797174,1.1068556,-0.1712066,-2.16728,-2.7517776,-0.7654548,-1.1206796,-0.6557895,-3.2256446,0.2059448,-2.9932613,0.30782336,-5.0308146,2.5698607,1.8377862,2.2581506,-0.9260392,2.266088,-2.0446336
ACH-000108,1.7705978,2.7592382,-5.69507,6.20072,-7.2181087,-0.5752509,2.3379052,-0.6183987,1.2606862,2.4697545,-5.04258,-1.1477262,2.9601166,0.26054496,-1.9901352,0.36127874,-3.769133,-0.7025736,-2.2306306,1.1574486,-7.0828915,3.9416416,5.2170963,-5.310705,-1.1569929,1.46605,-4.221029,2.389663,1.6536694,1.0343528,8.747476,-5.9147635,-1.8188262,1.0330454,1.8864279,2.475727,-1.947975,-6.571026,-2.6961772,3.8410099,-0.08083903,2.9458444,-1.563335,-1.4497044,-4.605325,-1.2368538,-2.415617,-2.3755326,-4.0709743,1.6572227,3.119017,-1.4332001,7.496903,7.5801673,-11.629213,6.03601,-2.5646553,1.5413218,-0.028628284,10.321736,-3.593547,-2.483611,-0.23638009,0.038207218,-0.6742359,2.7004724,-1.8118403,-4.1071177,-8.43941,8.6012745,-2.1619844,-4.466636,-0.9080436,-2.1606193,-0.17614545,0.9464841,-1.4283712,-0.7816498,-0.17156374,-2.2270014,-0.11204315,-0.43821704,2.5369315,-0.3747911,0.3632974,-1.0920484,1.9619915,0.09721249
ACH-000656,-0.32975042,-1.6549016,-10.993212,0.55029106,-6.6925235,-4.5913706,-1.8310931,-0.0812159,0.2954999,-4.8861074,-1.7419374,-3.9424152,1.7215383,-5.583409,10.010092,0.24612744,-0.8166804,-3.2588856,-5.5934057,-2.3947444,-3.3073297,1.469751,-1.3743922,0.22942457,0.87487423,1.4185388,4.9377675,4.046687,3.416491,-4.3406596,-2.6466103,-1.1805413,1.3038396,1.0750291,0.7716968,-4.63111,-2.433597,8.608771,-3.0321007,-9.991483,-9.908404,-5.5832477,0.5655728,-2.1091244,1.1836336,-0.35372865,2.2774167,1.6699643,6.5034637,-1.3422071,-5.125877,2.0188687,3.5489686,2.6301842,5.395771,-1.1825773,-0.00846521,-7.92245,-3.0925646,-0.70304954,-3.08576,-3.2893198,6.305775,0.5907352,1.1349963,-4.7252007,5.3899517,2.5573745,-1.2584233,-5.8364053,3.6591606,-0.6442507,-2.2205997,0.46481994,-1.4729892,2.9871547,-2.3860567,-0.51443005,0.25249794,0.79037654,1.8616807,-1.1181189,-1.5765839,0.2495631,-1.965092,2.022009,0.30188167,-0.15783918
ACH-000997,-3.2182834,6.738561,-3.4122112,-5.833462,-0.12608005,3.5168362,1.5383666,0.1991298,-0.11494683,-0.16488755,-4.9719186,-1.5983124,2.3991208,-0.17143972,0.8399671,2.9908407,-0.9180669,-6.3852587,1.2586739,2.4044461,-3.6771314,1.7817801,-0.15364115,0.7590248,-0.7510864,-3.2291138,0.06955087,4.751874,1.1094369,0.10834426,-2.1095068,-2.648877,2.44534,-2.321506,-3.9698482,-4.2481494,1.6144115,-1.687164,4.6999993,2.693958,0.7763917,-4.494926,-2.4220808,0.29954374,-1.875472,-0.5934272,3.4015837,0.7833991,1.3688068,4.260618,-0.9800448,0.30380535,0.6689277,-3.8115041,-0.6928125,1.3260626,0.6257344,-0.52008533,2.6677918,1.8323455,-3.213005,-0.7528467,-2.8315213,-0.15262668,3.9880078,-0.9166094,-1.0167915,2.3938344,-6.8508224,2.2470272,2.8328407,-6.620817,0.18717614,-5.3934526,0.13667011,1.8788133,-2.9445167,0.056963623,1.6888179,-1.5265685,2.8949947,-5.1103277,0.5298681,-0.6465231,3.7655733,-1.6031898,-2.9830127,-1.3983262
ACH-000866,0.6133833,3.363401,-3.819998,-0.00018107519,-1.2169871,-0.75001043,-1.4079607,0.17455518,0.5173841,5.178019,-0.55473435,-4.578211,2.1672554,0.79161865,-0.57718945,-2.084674,1.4116108,-4.7823443,2.3848581,-1.5597683,-0.81418407,4.887743,0.58138216,2.2505407,0.91444486,-2.4959261,-1.2347851,-0.09061673,3.475733,-4.024657,-4.1425166,-1.8461195,-3.482974,1.5342876,-4.8017797,-3.6939363,5.305947,-2.3350456,-1.2864256,4.8300643,1.2238511,-10.014151,-0.64953184,-2.8687544,1.7293692,0.14487095,-1.3896825,2.1026325,2.5225565,0.78418463,-2.739196,7.207144,-4.2714725,-1.8436592,5.7439637,-1.4361982,-0.41441256,-1.2676314,3.5296285,-2.4329855,-0.6759036,0.23108454,-1.7427778,-0.57513255,-0.5249376,-1.003176,-12.105512,-0.45790577,-7.43441,-3.3382447,7.3665295,7.6290774,-1.8291802,-1.2989355,1.3149481,-0.28286296,-0.33137715,0.25140238,-1.4231937,1.114173,2.3261983,-2.985547,1.0658371,-0.27290657,-2.2073343,0.35218912,-2.4497716,0.8778124
ACH-000819,1.9743978,4.3540287,-4.379389,-6.996415,-0.4201247,1.0254161,3.207371,-3.9198909,1.7504945,0.9585006,1.8366327,0.5551021,1.8660089,0.98409766,1.4715935,-0.12756127,-0.11646577,-0.78195935,-0.6905397,-0.43993205,3.6517706,0.9891386,5.2262044,-0.27412614,1.5764049,-1.1118081,-2.2904458,-0.15321408,2.7812378,1.6435182,0.66501874,0.062921904,-4.151952,0.28973436,-0.1595304,0.83876675,-0.41923124,-5.7715397,-2.8661106,1.4685847,5.8933454,0.4284595,4.6031713,0.96945864,0.0392122,-0.39657018,-1.6834642,2.2401896,3.632995,2.0326498,1.418934,2.5063293,0.03394866,1.17307,-2.1833127,6.468393,0.43501964,2.3671248,-1.6847029,0.44711554,-0.78457814,-2.8799405,2.8662183,2.7997131,-2.9639323,0.9702951,-0.8105042,-3.2603045,-0.0709213,1.2174647,3.2611153,3.4546967,-2.1070416,-1.6438531,-0.42259192,3.2760675,1.0143383,-1.8735725,1.8639868,-0.4545596,0.3672577,-3.0358715,0.8878553,-0.09377518,-0.36656937,-1.2370285,-1.5420136,-0.5457708
ACH-000226,-0.42704147,-5.3336244,-12.291135,-0.33284533,-7.313023,-7.028033,-2.4510021,-2.1128829,0.017326465,-0.30144992,2.9527323,1.382294,8.696329,3.5056894,3.1971076,6.725331,-1.1197268,-0.8550972,-2.5318859,3.278887,-1.1010594,-2.6570263,0.8176211,-0.5842901,0.40046138,4.5286174,5.226319,0.7568952,5.9639115,6.002135,-2.129359,4.27105,-0.78750855,-2.946916,5.231922,-2.2256186,-5.2115927,0.4616006,-1.2652344,-3.3464396,3.031752,4.0079556,11.70896,-3.039021,-0.64591324,-1.4656427,5.405212,-0.6515497,3.1214685,4.9906735,-0.16405462,-5.3109264,-0.7388657,2.1025252,1.9384038,5.136427,-1.7988951,4.7863235,-5.1305666,3.5958917,0.10415292,-2.4050515,7.147288,3.4026985,-6.4529724,-4.2116423,8.687816,-1.7920606,4.021897,-1.402462,-9.111013,-2.8818018,-0.41929471,0.11232987,-0.9049976,2.5044315,-3.5919325,-1.386645,1.8071574,-1.288881,0.7795046,-0.71934164,0.76682055,-0.592507,-1.1918446,2.530948,1.0543401,1.8274446
ACH-000087,12.448942,-1.061895,-15.384961,-5.5937715,-4.8479986,-12.575347,-0.2626893,-7.3544564,-0.02536028,1.6411765,2.0642934,-1.7523568,4.04133,-1.6062955,1.2051563,3.154347,3.4948518,-4.4280057,0.29616857,1.1107873,1.8915279,5.2475615,0.7493789,5.4026713,2.5352323,-3.3172662,0.14370963,1.327248,5.344174,0.7456337,1.6788166,-2.807737,-3.5083115,-3.0673351,-1.7621385,0.86509913,1.7275735,-0.42035395,-0.96284175,-1.5510662,3.6423576,-2.8115747,4.1804643,-5.9292903,-1.267818,-1.5450608,-0.49412557,3.1639416,5.9676123,3.5433521,1.647636,5.3731227,1.3008726,-0.1512708,4.9129887,5.439978,-1.8394581,0.9098248,-2.694643,1.0214148,-1.679317,-0.61251926,0.99869037,4.844876,-2.2876458,-1.3182946,-4.7653866,-1.0636959,-1.1953702,-4.074434,4.6936846,6.0196157,-3.1237795,-1.723955,-0.50485814,0.12834555,-0.29452324,-0.7970946,-1.0561166,0.9269562,4.15499,-4.020064,-1.0486969,-0.20040505,-4.387251,1.5977314,-2.8113575,-0.8950693
ACH-000196,-5.106548,-3.579677,-6.605961,-0.08746417,-5.0114684,-1.511389,-1.0440727,-1.3469491,-1.0065378,-0.959062,-0.23937723,0.21330273,1.6959624,-0.48765928,2.497928,-1.4736106,-6.475763,-1.0568718,-1.077474,-5.489805,2.501924,0.94062936,0.6499688,2.242017,0.28675166,-1.7635659,4.259916,-5.033379,2.779928,-6.2728705,-9.55413,2.8659058,1.6890463,3.2309415,-3.559978,-5.943657,7.801416,1.0305414,-2.9321458,-0.755805,-4.850606,-7.102032,-3.8995872,0.17987356,3.686858,10.760687,-3.9911127,-2.453451,0.48349598,-5.258927,-1.5157865,3.6669416,-1.7348719,2.11432,5.7053895,-2.6122108,0.97600734,-9.826019,9.000147,-5.344557,6.365943,-1.1265231,3.0434828,-5.2521377,0.16301747,0.49678072,-5.6239214,2.2618964,-1.1180801,-3.3521,5.788369,2.209783,-0.20435187,-0.16892597,-0.23503803,-2.0192502,-1.3672421,-0.18344644,-2.2521687,2.0329967,2.279194,-1.937471,1.3553711,-0.10703972,-1.8580519,-1.5055321,0.64406335,0.81090605
ACH-000258,-5.8498096,-2.5728054,-7.027818,0.016034927,-5.3706636,-1.7454988,-0.80436474,-1.2125742,10.136369,3.957928,1.5645266,-14.427283,0.085095815,-3.5862937,-6.015262,2.6852114,-1.1486278,-2.2274494,-11.70953,3.0436997,-0.6394082,5.849908,-12.161728,1.7258519,-0.40786582,-4.608294,1.7659296,1.735075,0.06970244,0.56972796,0.124774836,-1.3034502,6.0084033,1.0810562,-3.0072396,-2.758621,5.5057273,8.96515,0.5568664,-4.062394,-4.364669,-1.7684301,-4.251425,-4.548685,5.67961,-5.8908176,4.21555,-2.8474085,0.59226555,1.8175328,-0.4537564,4.937481,-2.9559553,-4.5389233,4.1884565,-6.9151444,1.4993703,-2.6042247,-4.0278263,-3.1545477,1.422884,-4.605819,-0.78446084,-0.25813034,3.2322998,5.68469,-3.3574553,8.2612915,-5.2302213,-0.6984177,9.851734,-3.0080628,-1.0232015,0.7254877,0.69074184,0.13199607,-2.173623,1.4756603,-2.9406512,1.3557855,-0.44966328,-0.96028125,1.2585864,0.51687884,-0.65119743,1.0786242,0.08262634,-0.25976187
ACH-001193,13.454394,-1.111963,-18.118322,-4.4949846,-6.614665,-13.496234,-1.10062,-6.8608427,0.91907537,-0.32752112,-3.990253,0.28868848,4.5404778,0.04668924,5.2776694,3.5269501,3.5733263,-7.171779,-0.21997552,-3.4771712,1.0857012,2.6039882,4.0344353,8.559391,2.2398689,1.2511351,2.1880305,6.6707735,6.78241,6.876267,-5.397894,0.996703,-1.538332,-1.8332461,-4.182168,-4.032023,2.534702,-2.6683207,-0.6255549,-1.923508,5.3888474,1.0455438,9.699026,-3.8950758,-4.5234785,-3.3115826,0.6829342,1.2338233,5.7194185,5.5593204,3.042794,3.253456,-0.26584715,-4.1459184,4.5687423,9.222705,-0.31914476,3.8532147,-4.1909733,6.584546,1.557068,-0.4876395,1.3784527,4.7183547,-6.4080176,-4.20025,-1.0832562,-5.9656963,-4.0336905,-8.157727,4.3073406,3.1666305,-2.3398077,-0.76775587,0.9677743,-0.54262465,-1.5762358,-1.431768,0.037913233,0.22433153,3.0719495,-3.1143909,-0.3411058,0.6140343,-3.0831988,1.6223454,-2.8304477,0.3425587
ACH-000571,1.9807266,4.324756,-4.3692575,-6.990795,-0.42427924,1.0113814,3.2057421,-3.9234405,1.3163518,1.6688358,4.20702,1.1740931,-0.30203465,1.9499673,0.7158106,0.6026222,-1.3906437,-2.8967328,-1.4365454,-2.6225193,5.138772,1.2121841,6.8719554,-1.7165889,3.4458463,-0.29983187,-3.7565358,-2.5963452,6.5579934,-0.24364927,0.35016257,-1.4573375,-5.4656067,0.70426077,-1.0247655,3.802977,-1.039969,-5.8933697,-3.552305,1.3896543,8.258765,0.59789145,7.361383,4.005254,0.17136724,3.4198365,-2.2772703,4.480699,5.4680343,-1.2680385,1.9401051,2.2725308,0.32474956,5.145831,-3.6584926,5.3695498,-0.23201343,1.7883503,-0.55746514,-1.7642844,0.39113787,-3.5333302,3.5234263,5.4112344,-2.8465955,2.7457292,-0.770336,-3.1561372,1.8482654,2.9802043,2.0441582,7.9030266,-1.5582579,-0.25277883,0.7777907,2.3994362,1.1241946,-3.0183742,0.8311336,-1.6590338,-1.4250555,-2.5895567,3.724878,-0.020749912,0.015072674,-1.4114763,0.7967914,-1.1829681
ACH-000391,11.004848,-0.44843215,-14.89531,-5.127681,-4.6484537,-12.069592,-0.39506167,-6.20214,-0.09144053,2.9018428,5.036171,-1.2618135,4.9131837,0.64270115,0.81083995,2.1923068,3.74513,-2.8703818,-0.4638278,3.4917176,0.58817834,5.097277,-0.63737494,3.0557868,2.4424922,-4.6032863,-2.012068,0.79715127,5.655371,-0.7331281,3.3303518,-4.333222,-3.2749724,-2.0239997,1.1869369,1.8946178,1.1267014,-1.4587995,-3.7938633,-1.2935553,5.7573366,-1.1756164,4.037478,-5.9429393,-2.1787598,-0.5009893,0.010525462,3.6436934,4.686874,2.3525553,1.8310479,5.927687,1.3960675,-0.9024144,3.6422298,3.2545257,-0.87921894,2.0812733,-2.9191334,0.20804179,-3.2420244,-1.4152805,2.416831,4.5258813,-1.8707501,-1.4733758,-6.2623944,-1.4161589,-1.2659638,-1.7951027,5.423758,7.3605504,-0.5403838,1.531445,0.8758961,0.66046154,-1.4184124,-1.161407,-1.3791728,0.1766151,1.8381443,-1.2911563,0.9127954,-0.9844123,-2.920359,-0.7060607,1.3990467,0.20473444
ACH-000293,8.260099,5.5356307,-7.385851,2.8112879,-9.330529,6.725322,1.0323585,0.36900696,2.9165943,-1.454672,1.5855107,-1.1457565,-2.1912932,0.30084288,-2.450197,-0.9516988,-4.4170012,-5.200163,0.4764631,0.86903065,-0.64419407,2.5796838,-5.749111,-4.2964945,-0.43804166,3.189158,-7.832668,0.04866748,-0.4612879,-0.5991089,-1.8651817,-5.053544,-5.984872,1.1780158,-2.2080777,1.7419086,5.253911,-1.5650713,2.3976912,0.72969013,4.867606,-6.064065,1.3842678,-1.5064201,-2.295881,4.3327537,-5.3929853,0.22707424,0.12724417,-3.165272,-0.53473353,5.90027,2.769517,4.820219,2.7879908,2.8532262,-3.9523807,-3.4886293,3.0097117,-1.7136354,-4.3089952,-0.06870129,-0.97570187,1.47794,3.4092128,-1.0997703,-3.111448,-6.2435813,-3.8313792,-0.18233564,5.275903,8.699745,-1.6155213,3.480831,-1.2579074,-0.45139593,0.2303567,-2.398327,-4.9125333,-0.9012184,-2.5098515,-1.9397008,2.4452739,0.19622451,0.04558284,0.036058486,4.376546,-1.4448361
ACH-000532,-3.08632,8.0348015,-4.5408454,-5.592914,-0.3805319,3.186884,0.9713687,0.31868026,2.7564642,-2.7374434,-3.426893,-0.7030686,1.9581361,0.39374927,1.7176282,2.6664603,-4.704129,-4.2582026,-1.6065303,0.91549176,-2.836831,-0.12142841,-3.488691,-1.0738641,0.36563915,1.4933609,1.5181385,5.6561265,-1.5569302,2.5845158,-4.656965,-1.1971745,2.795142,-1.714202,0.9802455,0.1408272,0.27394795,2.2621946,2.2969224,-0.9575864,-0.8163449,-2.5894396,-2.6873934,3.1737845,-2.3681803,5.8906064,3.3956532,3.8148286,2.4390287,0.76891625,0.4302448,2.43222,1.7657279,1.0833379,-2.0529976,0.2908135,-0.50303936,-3.5645103,4.848763,-0.017287293,-3.0614743,-0.49455574,-1.1464521,0.54459673,2.0227342,-3.2863917,4.684237,1.9270537,-0.44253606,2.6570096,-1.3000758,-2.8492343,-2.9080486,1.145329,0.9375538,-1.0081134,-3.1902328,-1.0964304,-2.841122,-2.915636,-1.6294599,-2.1896172,2.6166022,3.5273936,3.7529056,0.68405855,6.284711,-2.2666326
